"id","timestamp","cpu_usage_percent"
322,"2025-09-15 12:12:19.507735+00","11.41"
324,"2025-09-15 12:12:20.519513+00","12.37"
326,"2025-09-15 12:12:21.508509+00","11.36"
328,"2025-09-15 12:12:22.509939+00","11.48"
330,"2025-09-15 12:12:23.507352+00","10.40"
332,"2025-09-15 12:12:24.514075+00","9.98"
334,"2025-09-15 12:12:25.506989+00","7.84"
336,"2025-09-15 12:12:26.509533+00","9.15"
338,"2025-09-15 12:12:27.513103+00","11.16"
340,"2025-09-15 12:12:28.511621+00","11.32"
342,"2025-09-15 12:12:29.508173+00","8.80"
344,"2025-09-15 12:12:30.532623+00","10.05"
346,"2025-09-15 12:12:31.507817+00","10.99"
348,"2025-09-15 12:12:32.508712+00","5.84"
350,"2025-09-15 12:12:33.512824+00","2.16"
352,"2025-09-15 12:12:34.523676+00","6.26"
354,"2025-09-15 12:12:35.507741+00","6.46"
356,"2025-09-15 12:12:36.50696+00","5.46"
358,"2025-09-15 12:12:37.512928+00","10.18"
360,"2025-09-15 12:12:38.508216+00","6.59"
362,"2025-09-15 12:12:39.50738+00","9.06"
364,"2025-09-15 12:12:40.508281+00","13.30"
366,"2025-09-15 12:12:41.506263+00","9.19"
368,"2025-09-15 12:12:42.507895+00","10.97"
370,"2025-09-15 12:12:43.512068+00","10.33"
372,"2025-09-15 12:12:44.510233+00","7.83"
374,"2025-09-15 12:12:45.51033+00","8.27"
376,"2025-09-15 12:12:46.519711+00","9.43"
378,"2025-09-15 12:12:47.507085+00","7.75"
380,"2025-09-15 12:12:48.519117+00","16.70"
382,"2025-09-15 12:12:49.522373+00","12.63"
384,"2025-09-15 12:12:50.509179+00","9.73"
386,"2025-09-15 12:12:51.505327+00","9.40"
388,"2025-09-15 12:12:52.505362+00","2.76"
390,"2025-09-15 12:12:53.505553+00","6.89"
392,"2025-09-15 12:12:54.505737+00","7.20"
394,"2025-09-15 12:12:55.532497+00","10.84"
396,"2025-09-15 12:12:56.504684+00","10.61"
398,"2025-09-15 12:12:57.505061+00","4.35"
400,"2025-09-15 12:12:58.534513+00","10.98"
402,"2025-09-15 12:12:59.51286+00","14.31"
404,"2025-09-15 12:13:00.507029+00","13.35"
406,"2025-09-15 12:13:01.507076+00","10.02"
408,"2025-09-15 12:13:02.504737+00","4.55"
410,"2025-09-15 12:13:03.505955+00","4.28"
412,"2025-09-15 12:13:04.505019+00","5.56"
414,"2025-09-15 12:13:05.50558+00","7.67"
416,"2025-09-15 12:13:06.523611+00","8.48"
418,"2025-09-15 12:13:07.5213+00","7.27"
420,"2025-09-15 12:13:08.52141+00","4.09"
422,"2025-09-15 12:13:09.523352+00","1.18"
424,"2025-09-15 12:13:10.522233+00","1.99"
426,"2025-09-15 12:13:11.522751+00","0.94"
428,"2025-09-15 12:13:12.528613+00","0.94"
430,"2025-09-15 12:13:13.512429+00","2.59"
432,"2025-09-15 12:13:14.525399+00","3.30"
434,"2025-09-15 12:13:15.506201+00","2.47"
436,"2025-09-15 12:13:16.506754+00","5.97"
438,"2025-09-15 12:13:17.50469+00","6.56"
440,"2025-09-15 12:13:18.52296+00","2.59"
442,"2025-09-15 12:13:19.50128+00","0.88"
444,"2025-09-15 12:13:20.50251+00","0.82"
446,"2025-09-15 12:13:21.519072+00","0.44"
448,"2025-09-15 12:13:22.523499+00","0.75"
450,"2025-09-15 12:13:23.522819+00","1.24"
452,"2025-09-15 12:13:24.501541+00","2.58"
454,"2025-09-15 12:13:25.521257+00","0.52"
456,"2025-09-15 12:13:26.519882+00","0.68"
458,"2025-09-15 12:13:27.501341+00","0.38"
460,"2025-09-15 12:13:28.503265+00","6.22"
462,"2025-09-15 12:13:29.516995+00","6.14"
464,"2025-09-15 12:13:30.501067+00","8.03"
466,"2025-09-15 12:13:31.513363+00","7.06"
468,"2025-09-15 12:13:32.502076+00","3.58"
470,"2025-09-15 12:13:33.515778+00","31.04"
472,"2025-09-15 12:13:34.52862+00","44.54"
474,"2025-09-15 12:13:35.541209+00","47.89"
476,"2025-09-15 12:13:36.571803+00","47.67"
478,"2025-09-15 12:13:37.641203+00","48.35"
480,"2025-09-15 12:13:38.608941+00","50.03"
482,"2025-09-15 12:13:39.607734+00","47.71"
484,"2025-09-15 12:13:40.649291+00","46.53"
486,"2025-09-15 12:13:41.670928+00","46.51"
488,"2025-09-15 12:13:42.697828+00","46.51"
490,"2025-09-15 12:13:43.665853+00","44.91"
492,"2025-09-15 12:13:44.672149+00","42.21"
494,"2025-09-15 12:13:45.657258+00","44.62"
496,"2025-09-15 12:13:46.637938+00","44.02"
498,"2025-09-15 12:13:47.629575+00","43.91"
500,"2025-09-15 12:13:48.605591+00","45.55"
502,"2025-09-15 12:13:49.572917+00","45.34"
504,"2025-09-15 12:13:50.510179+00","26.62"
506,"2025-09-15 12:13:51.513571+00","5.97"
508,"2025-09-15 12:13:52.514837+00","8.54"
510,"2025-09-15 12:13:53.499478+00","15.23"
512,"2025-09-15 12:13:54.519353+00","11.89"
514,"2025-09-15 12:13:55.512745+00","13.44"
516,"2025-09-15 12:13:56.516787+00","12.96"
518,"2025-09-15 12:13:57.499234+00","10.38"
520,"2025-09-15 12:13:58.504537+00","11.04"
522,"2025-09-15 12:13:59.50258+00","11.09"
524,"2025-09-15 12:14:00.499143+00","16.72"
526,"2025-09-15 12:14:01.499651+00","17.37"
528,"2025-09-15 12:14:02.498894+00","15.65"
530,"2025-09-15 12:14:03.498364+00","16.97"
532,"2025-09-15 12:14:04.498363+00","16.81"
534,"2025-09-15 12:14:05.513742+00","20.93"
536,"2025-09-15 12:14:06.498898+00","23.51"
538,"2025-09-15 12:14:07.499443+00","30.16"
540,"2025-09-15 12:14:08.498334+00","29.39"
542,"2025-09-15 12:14:09.498735+00","23.36"
544,"2025-09-15 12:14:10.498445+00","24.01"
546,"2025-09-15 12:14:11.499027+00","24.39"
548,"2025-09-15 12:14:12.498953+00","32.37"
550,"2025-09-15 12:14:13.499069+00","29.98"
552,"2025-09-15 12:14:14.498763+00","33.32"
554,"2025-09-15 12:14:15.501433+00","43.14"
556,"2025-09-15 12:14:16.498448+00","41.83"
558,"2025-09-15 12:14:17.499038+00","36.22"
560,"2025-09-15 12:14:18.498236+00","39.04"
562,"2025-09-15 12:14:19.498447+00","38.77"
564,"2025-09-15 12:14:20.498211+00","36.88"
566,"2025-09-15 12:14:21.497681+00","30.11"
568,"2025-09-15 12:14:22.497328+00","28.55"
570,"2025-09-15 12:14:23.496856+00","24.68"
572,"2025-09-15 12:14:24.495925+00","21.42"
574,"2025-09-15 12:14:25.515935+00","13.80"
576,"2025-09-15 12:14:26.502473+00","15.01"
578,"2025-09-15 12:14:27.496517+00","12.73"
580,"2025-09-15 12:14:28.49696+00","17.19"
582,"2025-09-15 12:14:29.496023+00","16.93"
584,"2025-09-15 12:14:30.497572+00","17.94"
586,"2025-09-15 12:14:31.496198+00","14.97"
588,"2025-09-15 12:14:32.496303+00","15.16"
590,"2025-09-15 12:14:33.496032+00","16.45"
592,"2025-09-15 12:14:34.4967+00","19.18"
594,"2025-09-15 12:14:35.515645+00","20.57"
596,"2025-09-15 12:14:36.49583+00","24.10"
598,"2025-09-15 12:14:37.495981+00","23.67"
600,"2025-09-15 12:14:38.496138+00","26.45"
602,"2025-09-15 12:14:39.496293+00","21.36"
604,"2025-09-15 12:14:40.497391+00","26.21"
606,"2025-09-15 12:14:41.499908+00","25.70"
608,"2025-09-15 12:14:42.49698+00","32.46"
610,"2025-09-15 12:14:43.496792+00","30.36"
612,"2025-09-15 12:14:44.496467+00","38.07"
614,"2025-09-15 12:14:45.499547+00","37.04"
616,"2025-09-15 12:14:46.498337+00","38.30"
618,"2025-09-15 12:14:47.498057+00","37.65"
620,"2025-09-15 12:14:48.495231+00","38.08"
622,"2025-09-15 12:14:49.49375+00","36.29"
624,"2025-09-15 12:14:50.493014+00","31.16"
626,"2025-09-15 12:14:51.493199+00","31.32"
628,"2025-09-15 12:14:52.492951+00","27.12"
630,"2025-09-15 12:14:53.493729+00","22.35"
632,"2025-09-15 12:14:54.493173+00","21.88"
634,"2025-09-15 12:14:55.492754+00","22.32"
636,"2025-09-15 12:14:56.498856+00","18.42"
638,"2025-09-15 12:14:57.51311+00","16.61"
640,"2025-09-15 12:14:58.499327+00","18.20"
642,"2025-09-15 12:14:59.493124+00","18.66"
644,"2025-09-15 12:15:00.493333+00","18.11"
646,"2025-09-15 12:15:01.493225+00","16.83"
648,"2025-09-15 12:15:02.492915+00","18.43"
650,"2025-09-15 12:15:03.496015+00","16.85"
652,"2025-09-15 12:15:04.492839+00","20.74"
654,"2025-09-15 12:15:05.492571+00","19.86"
656,"2025-09-15 12:15:06.493277+00","20.19"
658,"2025-09-15 12:15:07.493398+00","23.18"
660,"2025-09-15 12:15:08.493787+00","31.81"
662,"2025-09-15 12:15:09.492817+00","21.93"
664,"2025-09-15 12:15:10.492977+00","26.79"
666,"2025-09-15 12:15:11.493117+00","28.24"
668,"2025-09-15 12:15:12.493072+00","29.04"
670,"2025-09-15 12:15:13.493301+00","31.24"
672,"2025-09-15 12:15:14.494248+00","28.41"
674,"2025-09-15 12:15:15.494012+00","39.45"
676,"2025-09-15 12:15:16.49291+00","33.66"
678,"2025-09-15 12:15:17.496436+00","34.46"
680,"2025-09-15 12:15:19.067309+00","47.55"
682,"2025-09-15 12:15:21.084291+00","50.41"
684,"2025-09-15 12:15:21.371878+00","46.54"
686,"2025-09-15 12:15:21.647738+00","47.87"
688,"2025-09-15 12:15:22.508695+00","42.60"
690,"2025-09-15 12:15:23.491129+00","25.39"
692,"2025-09-15 12:15:24.491405+00","10.99"
694,"2025-09-15 12:15:25.501134+00","14.98"
696,"2025-09-15 12:15:26.492308+00","18.96"
698,"2025-09-15 12:15:27.497781+00","15.96"
700,"2025-09-15 12:15:28.492102+00","17.18"
702,"2025-09-15 12:15:29.502712+00","14.64"
704,"2025-09-15 12:15:30.497371+00","23.93"
706,"2025-09-15 12:15:31.495018+00","11.60"
708,"2025-09-15 12:15:32.499567+00","12.76"
710,"2025-09-15 12:15:33.492305+00","16.64"
712,"2025-09-15 12:15:34.491409+00","14.21"
714,"2025-09-15 12:15:35.495656+00","13.24"
716,"2025-09-15 12:15:36.497798+00","16.10"
718,"2025-09-15 12:15:37.491936+00","18.07"
720,"2025-09-15 12:15:38.491402+00","20.30"
722,"2025-09-15 12:15:39.496294+00","13.68"
724,"2025-09-15 12:15:40.4924+00","15.69"
726,"2025-09-15 12:15:41.491109+00","15.96"
728,"2025-09-15 12:15:42.491486+00","15.36"
730,"2025-09-15 12:15:43.493245+00","12.59"
732,"2025-09-15 12:15:44.505123+00","19.26"
734,"2025-09-15 12:15:45.492009+00","18.85"
736,"2025-09-15 12:15:46.491402+00","14.19"
738,"2025-09-15 12:15:47.507123+00","13.57"
740,"2025-09-15 12:15:48.489238+00","10.86"
742,"2025-09-15 12:15:49.491902+00","11.27"
744,"2025-09-15 12:15:50.502401+00","9.05"
746,"2025-09-15 12:15:51.495616+00","14.00"
748,"2025-09-15 12:15:52.49511+00","9.82"
750,"2025-09-15 12:15:53.504353+00","9.80"
752,"2025-09-15 12:15:54.490932+00","6.30"
754,"2025-09-15 12:15:55.513244+00","9.38"
756,"2025-09-15 12:15:56.501178+00","6.62"
758,"2025-09-15 12:15:57.50575+00","6.89"
760,"2025-09-15 12:15:58.490363+00","4.86"
762,"2025-09-15 12:15:59.503398+00","5.51"
764,"2025-09-15 12:16:00.496347+00","5.73"
766,"2025-09-15 12:16:01.501011+00","2.69"
768,"2025-09-15 12:16:02.50703+00","4.91"
770,"2025-09-15 12:16:03.500282+00","3.47"
772,"2025-09-15 12:16:04.503428+00","4.08"
774,"2025-09-15 12:16:05.499068+00","3.96"
776,"2025-09-15 12:16:06.502115+00","4.48"
778,"2025-09-15 12:16:07.510827+00","3.03"
780,"2025-09-15 12:16:08.512324+00","5.83"
782,"2025-09-15 12:16:09.505717+00","4.33"
784,"2025-09-15 12:16:10.507387+00","2.86"
786,"2025-09-15 12:16:11.498342+00","2.37"
788,"2025-09-15 12:16:12.503303+00","2.62"
790,"2025-09-15 12:16:13.502751+00","3.58"
792,"2025-09-15 12:16:14.511279+00","1.87"
794,"2025-09-15 12:16:15.496123+00","4.13"
796,"2025-09-15 12:16:16.508007+00","2.69"
798,"2025-09-15 12:16:17.504616+00","2.00"
800,"2025-09-15 12:16:18.503002+00","2.36"
802,"2025-09-15 12:16:19.503482+00","1.88"
804,"2025-09-15 12:16:20.502591+00","2.90"
806,"2025-09-15 12:16:21.507339+00","1.49"
808,"2025-09-15 12:16:22.502305+00","1.63"
810,"2025-09-15 12:16:23.500446+00","1.62"
812,"2025-09-15 12:16:24.508035+00","1.30"
814,"2025-09-15 12:16:25.506685+00","0.50"
816,"2025-09-15 12:16:26.495254+00","0.43"
